,author_id,z_score,features,feature_stats,tfidf,author,feature_names
98,98,"[np.float64(3.4868599289777418), np.float64(2.84457575366927), np.float64(0.7895710892857286), np.float64(0.7615578237598636), np.float64(0.7524681865994487)]","[166, 400, 683, 572, 56]","[0, 0, 0, 0, 0]","[np.float64(0.0023634266942643223), np.float64(0.0), np.float64(0.005466752299162819), np.float64(0.019658361009415794), np.float64(0.018385583603343237)]",Shushpanov,"['(VERB, ->, VERB, parataxis)' '(ADV, ->, PRON, nsubj)'
 '(PRON, ->, NOUN, conj)' '(PRON, ->, VERB, parataxis)'
 '(NUM, <-, PART, advmod)']"
99,99,"[np.float64(6.118627680298684), np.float64(6.118627680298683), np.float64(4.510680037368906), np.float64(3.645060171752246), np.float64(2.1377957432992645)]","[64, 25, 628, 415, 1007]","[0, 0, 0, 0, 1]","[np.float64(0.03210545187455434), np.float64(0.012262192379019477), np.float64(0.0), np.float64(0.0037244832381908882), np.float64(0.048781568508412324)]",Simonov,"['(PART, <-, VERB, root)' '(PART, ->, ADJ, conj)' '(ADJ, ->, ADJ, iobj)'
 '(ADV, <-, ADV, advcl)' '(VERB, ->, NOUN, orphan)']"
100,100,"[np.float64(1.2126762171552539), np.float64(0.752659695124587), np.float64(0.32508377748144923), np.float64(-0.04099583035376001), np.float64(-0.04099583035376001)]","[28, 821, 1096, 1053, 1190]","[0, 0, 0, 0, 0]","[np.float64(0.00515643282547696), np.float64(0.008414917178961262), np.float64(0.004828857259541271), np.float64(0.0041457106866859515), np.float64(0.004307870678323894)]",Soloviev,"['(VERB, ->, PROPN, ccomp)' '(AUX, <-, SCONJ, mark)'
 '(VERB, ->, NOUN, nsubj)' '(ADV, ->, NUM, nummod)'
 '(PRON, ->, ADJ, conj)']"
101,101,"[np.float64(8.136371287783547), np.float64(4.05829734607659), np.float64(3.2498909556126745), np.float64(2.715892934159871), np.float64(1.9535939521928265)]","[765, 1078, 628, 740, 339]","[34, 1, 1, 0, 0]","[np.float64(0.0), np.float64(0.04341400182358171), np.float64(0.0), np.float64(0.0), np.float64(0.011595823895885076)]",Solovyov,"['(VERB, <-, AUX, mark)' '(PROPN, ->, PROPN, conj)' '(ADJ, ->, ADJ, iobj)'
 '(VERB, <-, SCONJ, cc)' '(ADJ, ->, NUM, nummod:gov)']"
102,102,"[np.float64(1.7115765930428954), np.float64(1.5681255517331127), np.float64(1.2935257653623784), np.float64(0.9680061808630002), np.float64(0.9607305453173626)]","[1112, 1117, 740, 519, 1029]","[0, 0, 0, 0, 0]","[np.float64(0.004377135075704507), np.float64(-2.2744844723682926e-11), np.float64(0.009208057000067195), np.float64(0.0003702733494217573), np.float64(0.004300831258355201)]",Stepnova,"['(PRON, <-, ADJ, root)' '(ADJ, <-, PART, advmod)' '(VERB, <-, SCONJ, cc)'
 '(PRON, <-, AUX, cop)' '(PROPN, <-, PROPN, det)']"
103,103,"[np.float64(2.447451072119473), np.float64(2.001099105646821), np.float64(1.6742254799637597), np.float64(1.4378316306662546), np.float64(1.3492184690214664)]","[1373, 792, 469, 966, 88]","[0, 1, 1, 0, 0]","[np.float64(0.004519533907405152), np.float64(0.007951580476901584), np.float64(0.0), np.float64(0.035742080784756464), np.float64(0.0)]",Strugatskie,"['(VERB, ->, VERB, cop)' '(SCONJ, <-, ADV, advmod)'
 '(DET, ->, PART, discourse)' '(AUX, <-, ADV, root)'
 '(PROPN, <-, VERB, parataxis)']"
104,104,"[np.float64(3.49635867445639), np.float64(3.329123262601795), np.float64(1.5576633634945956), np.float64(1.4640141522881667), np.float64(1.4374583101823135)]","[1431, 362, 1161, 9, 1063]","[0, 0, 0, 0, 0]","[np.float64(0.0), np.float64(0.01356982401423922), np.float64(0.0), np.float64(-1.807289431415496e-11), np.float64(0.0)]",Tamonikov,"['(VERB, ->, NUM, iobj)' '(PROPN, ->, ADV, nsubj)'
 '(NUM, ->, NOUN, flat:name)' '(ADJ, <-, ADP, obl)'
 '(PRON, <-, NOUN, parataxis)']"
105,105,"[np.float64(3.2492534610130024), np.float64(2.297831728740373), np.float64(2.0527267150968527), np.float64(1.91740533915445), np.float64(1.557104843325817)]","[20, 1390, 417, 25, 1044]","[0, 0, 0, 0, 0]","[np.float64(0.001774525640189158), np.float64(0.002576312963979175), np.float64(0.039039564084161475), np.float64(0.01774525640189158), np.float64(0.003549051280378316)]",TEDRus,"['(NOUN, <-, ADV, compound)' '(PART, ->, PART, flat:name)'
 '(PRON, ->, NOUN, iobj)' '(PART, ->, ADJ, conj)' '(NUM, <-, NOUN, amod)']"
106,106,"[np.float64(4.894902144238947), np.float64(4.894902144238947), np.float64(1.3016503083313014), np.float64(1.221710881657929), np.float64(1.1759361681233749)]","[1206, 1280, 624, 708, 582]","[1, 2, 0, 0, 0]","[np.float64(0.00037839403777899493), np.float64(0.0), np.float64(0.004849033434218952), np.float64(0.0), np.float64(0.0)]",Teffi,"['(ADJ, <-, PRON, discourse)' '(ADV, ->, ADV, obl)'
 '(PROPN, ->, PART, advmod)' '(PUNCT, ->, PRON, orphan)'
 '(NUM, <-, CCONJ, advmod)']"
107,107,"[np.float64(2.8284877531000787), np.float64(2.240746053550637), np.float64(2.162531835576812), np.float64(2.1385322128923785), np.float64(2.136543315439345)]","[686, 593, 220, 987, 1387]","[0, 103, 0, 0, 0]","[np.float64(0.0009588543367334921), np.float64(0.005326619284872965), np.float64(0.0009286494050127048), np.float64(0.06476526049949209), np.float64(0.006641511087610555)]",Tolstoy,"['(NOUN, <-, PRON, mark)' '(NUM, <-, X, root)'
 '(DET, <-, DET, nummod:gov)' '(ADV, ->, PART, conj)'
 '(PAD, ->, NUM, conj)']"
108,108,"[np.float64(4.894902144238947), np.float64(4.579676509862288), np.float64(4.156392371315451), np.float64(3.763390080925614), np.float64(2.9892429146254194)]","[176, 1091, 1411, 39, 101]","[0, 2, 0, 0, 1]","[np.float64(0.011969788201537917), np.float64(0.01634728188268879), np.float64(0.0013125712276819863), np.float64(0.011924114958829607), np.float64(0.0013995556025521994)]",Turgenev,"['(PROPN, <-, NOUN, root)' '(NOUN, ->, PART, aux)'
 '(NOUN, ->, SYM, nummod:entity)' '(PRON, <-, VERB, advmod)'
 '(ADJ, ->, VERB, conj)']"
109,109,"[np.float64(2.6897399542431257), np.float64(2.646764237572809), np.float64(2.2037432217841437), np.float64(1.584755337258573), np.float64(1.2170014839405325)]","[803, 1167, 775, 1096, 1147]","[0, 0, 0, 0, 0]","[np.float64(0.005324528104510028), np.float64(0.004189630552054059), np.float64(0.0015289709637134475), np.float64(0.006217117112329785), np.float64(0.0015289709637134475)]",Uspensky,"['(ADJ, ->, AUX, conj)' '(AUX, <-, PART, orphan)'
 '(NUM, ->, PROPN, parataxis)' '(VERB, ->, NOUN, nsubj)'
 '(ADV, <-, PART, cc)']"
110,110,"[np.float64(2.528952640576089), np.float64(2.2249555201086126), np.float64(2.2249555201086118), np.float64(2.026152842086772), np.float64(1.7686256407607066)]","[1423, 1096, 328, 969, 1383]","[0, 0, 124, 0, 0]","[np.float64(0.005611150035535583), np.float64(-1.0520630324142612e-11), np.float64(0.0008394857601883734), np.float64(0.003412155556871913), np.float64(0.002033048533455253)]",Vainery,"['(ADJ, ->, PART, discourse)' '(VERB, ->, NOUN, nsubj)'
 '(ADJ, <-, PAD, nsubj)' '(ADJ, <-, ADJ, nummod:gov)'
 '(DET, ->, PROPN, obl)']"
111,111,"[np.float64(13.817607526245995), np.float64(12.237255360597372), np.float64(12.144038039344396), np.float64(10.420851283977312), np.float64(9.518716609888935)]","[235, 500, 615, 1350, 1096]","[0, 8, 0, 0, 0]","[np.float64(0.002438999664973745), np.float64(0.01116065906504609), np.float64(0.0016259997766491633), np.float64(0.0038664310023669908), np.float64(0.0017771956392012012)]",vestnik nsu,"['(NOUN, <-, ADV, discourse)' '(PRON, ->, PAD, orphan)'
 '(NOUN, ->, PROPN, nmod)' '(NUM, <-, ADV, advmod)'
 '(VERB, ->, NOUN, nsubj)']"
112,112,"[np.float64(4.128009950923849), np.float64(3.3314417939524112), np.float64(-0.04099583035376001), np.float64(-0.04099583035376002), np.float64(-0.04099583035376003)]","[874, 802, 1096, 615, 559]","[0, 0, 0, 0, 0]","[np.float64(-8.79765351513722e-12), np.float64(-4.4493879846670986e-12), np.float64(0.0), np.float64(0.001398374140245458), np.float64(0.005297131946924541)]",VestnikRayona,"['(NOUN, ->, NOUN, punct)' '(ADJ, ->, VERB, advcl)'
 '(VERB, ->, NOUN, nsubj)' '(NOUN, ->, PROPN, nmod)'
 '(VERB, ->, NOUN, nmod)']"
113,113,"[np.float64(13.256595627721154), np.float64(8.879319041116696), np.float64(4.731303667574659), np.float64(3.3985095775950462), np.float64(3.38955229805093)]","[242, 186, 112, 64, 1354]","[0, 26, 2, 0, 0]","[np.float64(0.0003749695262556093), np.float64(0.01167049757294848), np.float64(0.01415641905542428), np.float64(0.0), np.float64(-1.1709167734398312e-11)]",Vladimirova,"['(PROPN, ->, DET, det)' '(VERB, <-, PRON, nmod)' '(NOUN, <-, INTJ, conj)'
 '(PART, <-, VERB, root)' '(NOUN, ->, ADP, acl:relcl)']"
114,114,"[np.float64(5.5922627049163305), np.float64(1.1877605559695608), np.float64(1.0162975681759923), np.float64(0.8125279574712038), np.float64(0.8035395642551723)]","[651, 111, 1206, 1200, 87]","[55, 1, 0, 2, 0]","[np.float64(0.0021625211791007244), np.float64(0.001067783523813085), np.float64(0.0), np.float64(0.005744123769347705), np.float64(0.006300237768831393)]",Vlasova,"['(VERB, <-, ADP, case)' '(ADJ, ->, NOUN, nmod)'
 '(ADJ, <-, PRON, discourse)' '(X, <-, PART, cc)'
 '(PART, ->, PRON, fixed)']"
115,115,"[np.float64(2.4474510721194735), np.float64(2.252706840092866), np.float64(2.0603273297344162), np.float64(1.9721772199297614), np.float64(1.6417663256350616)]","[1020, 703, 1190, 1156, 337]","[3, 0, 0, 0, 0]","[np.float64(0.0008532297240796158), np.float64(0.0008930088409243896), np.float64(0.003986298059031846), np.float64(0.005772112310401796), np.float64(0.011592713032509682)]",Voinovich,"['(ADV, <-, DET, nsubj)' '(VERB, <-, VERB, cop)' '(PRON, ->, ADJ, conj)'
 '(ADV, <-, ADV, parataxis)' '(NOUN, <-, PART, nummod:gov)']"
116,116,"[np.float64(3.6208731195252857), np.float64(2.567781008794681), np.float64(1.9498523764116427), np.float64(0.4012668427326971), np.float64(0.31524977077604754)]","[166, 963, 92, 711, 821]","[0, 0, 124, 2, 1]","[np.float64(0.010820466617266747), np.float64(0.025873172160611475), np.float64(0.012039333784733802), np.float64(0.0005291415305400866), np.float64(0.002115574744837823)]",Volkov,"['(VERB, ->, VERB, parataxis)' '(NUM, ->, ADJ, fixed)'
 '(ADJ, <-, NOUN, nsubj:pass)' '(PROPN, ->, PROPN, nmod)'
 '(AUX, <-, SCONJ, mark)']"
117,117,"[np.float64(24.474510721194747), np.float64(10.679476489253133), np.float64(5.637035261860302), np.float64(5.555907620822115), np.float64(2.6341294538530122)]","[713, 1011, 619, 310, 334]","[16, 2, 0, 0, 0]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",Vorotyntseva,"['(NOUN, ->, X, parataxis)' '(DET, <-, VERB, parataxis)'
 '(PRON, <-, ADV, discourse)' '(VERB, <-, PUNCT, cc)'
 '(PAD, ->, NOUN, nmod)']"
118,118,"[np.float64(7.7769471794046146), np.float64(1.8088040186882313), np.float64(0.4607556512860279), np.float64(-0.04099583035376002), np.float64(-0.04099583035376002)]","[824, 715, 1280, 463, 1190]","[0, 0, 1, 0, 124]","[np.float64(0.0), np.float64(-4.459640030714719e-12), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",YasenevoMedia,"['(VERB, <-, ADV, parataxis)' '(PROPN, ->, ADJ, conj)'
 '(ADV, ->, ADV, obl)' '(PROPN, <-, VERB, amod)' '(PRON, ->, ADJ, conj)']"
119,119,"[np.float64(1.7302951841908065), np.float64(1.4781953753540713), np.float64(1.4392220014294759), np.float64(1.30300040932171), np.float64(1.2410182546052997)]","[1256, 366, 1204, 132, 22]","[1, 0, 0, 0, 0]","[np.float64(0.0004970723998164492), np.float64(0.005941517100267773), np.float64(0.0011240034839124656), np.float64(7.07748139085003e-05), np.float64(0.020745900881758584)]",Zemlyanoj,"['(NOUN, ->, PRON, nsubj)' '(PRON, ->, PRON, acl)' '(PRON, <-, ADV, case)'
 '(VERB, ->, NOUN, advmod)' '(ADV, <-, ADJ, csubj)']"
120,120,"[np.float64(3.9929819918224485), np.float64(3.5428945674380685), np.float64(3.1660996925414304), np.float64(1.6837364923975442), np.float64(1.618723306459343)]","[1078, 413, 540, 1204, 234]","[0, 58, 0, 0, 0]","[np.float64(0.003409841147636448), np.float64(0.0), np.float64(0.005112492240467718), np.float64(0.0), np.float64(0.028031061667178322)]",Zhitkov,"['(PROPN, ->, PROPN, conj)' '(ADJ, ->, NOUN, nsubj)'
 '(PART, ->, NOUN, conj)' '(PRON, <-, ADV, case)' '(PROPN, <-, ADV, obl)']"
121,121,"[np.float64(8.158170240398247), np.float64(8.158170240398247), np.float64(4.239407398581933), np.float64(2.1958084385836925), np.float64(1.913829279092268)]","[12, 327, 599, 775, 1393]","[1, 0, 0, 0, 0]","[np.float64(0.007531288726051197), np.float64(0.047427165966903044), np.float64(0.002576799838354618), np.float64(0.0017144926072603698), np.float64(0.0004294666397257697)]",ZlotnikovNikolaev,"['(ADP, ->, ADJ, root)' '(PUNCT, ->, NOUN, nsubj)' '(ADV, ->, PART, root)'
 '(NUM, ->, PROPN, parataxis)' '(ADP, ->, NUM, nsubj)']"
122,122,"[np.float64(1.9506735128655115), np.float64(1.5021394622188133), np.float64(1.0568895104277833), np.float64(0.9856931547807168), np.float64(0.9330978437713308)]","[1020, 553, 280, 476, 703]","[0, 0, 0, 0, 0]","[np.float64(0.0007470734302884748), np.float64(0.008962303190101786), np.float64(0.002173147608989148), np.float64(0.004278710070077109), np.float64(0.020808776143255714)]",Zlotnikov,"['(ADV, <-, DET, nsubj)' '(ADJ, ->, ADJ, acl:relcl)'
 '(ADJ, <-, SCONJ, obl)' '(NOUN, ->, ADV, appos)' '(VERB, <-, VERB, cop)']"
123,123,"[np.float64(1.9437590944160843), np.float64(1.9296022516231544), np.float64(1.8617565761503332), np.float64(1.6274114188394984), np.float64(1.549831952929117)]","[715, 664, 117, 1174, 1188]","[0, 0, 0, 1, 0]","[np.float64(0.007119714889067552), np.float64(0.0046636845650322185), np.float64(0.0023820700041856597), np.float64(0.004219340475672278), np.float64(0.0045129390474556805)]",Zoschenko,"['(PROPN, ->, ADJ, conj)' '(PROPN, ->, PROPN, nsubj)'
 '(PUNCT, ->, NUM, conj)' '(VERB, ->, PRON, iobj)'
 '(INTJ, ->, VERB, parataxis)']"
